Unnamed: 0,district,school,county,grspan,students,teachers,calwpct,mealpct,compstu,expnstu,avginc,elpct,readscr,mathscr,score
166,73544,Rio Bravo-Greeley Union Elementary,Kern,KK-08,797,38.0,7.026299953,35.75910187,60.0,4674.298828,16.29299927,3.262233257,648.7999878,647.7000122,648.25
167,71407,Marcum-Illinois Union Elementary,Sutter,KK-08,140,7.0,3.571399927,39.28570175,40.0,4830.326172,12.875,7.857142925,651.5999756,645.0999756,648.3499756
168,68437,Vallecitos Elementary,San Diego,KK-08,235,13.69999981,6.808499813,67.23400116,51.0,5621.687988,16.62299919,39.57446671,643.4000244,654.0,648.7000122
169,67918,Victor Elementary,San Bernardino,KK-06,8294,371.1000061,23.19750023,51.56740189,1295.0,4948.868164,12.54988289,10.12780285,645.0999756,652.7999878,648.9499817000001
170,66696,Savanna Elementary,Orange,KK-06,2409,108.6600037,8.151499748,52.12020111,354.0,5100.975586,14.25857162,27.52179146,646.0,652.2999878,649.1499939
171,71001,,Sonoma,,150,8.25,3.225800037,23.22579956,16.0,5132.788574,18.32600021,14.0,655.2000122,643.4000244,649.3000182999999
172,69971,Enterprise Elementary,Shasta,KK-08,3981,210.0,41.77339935,51.77090073,606.0,5358.51709,12.74914265,8.842000008,649.7999878,649.2000122,649.5
173,71621,Red Bluff Union Elementary,Tehama,,2326,117.8000031,17.97509956,52.25230026,345.0,5149.186523,11.42599964,6.405846596,651.2999878,648.0999756,649.6999817000001
174,72363,Jamestown Elementary,Tuolumne,KK-08,501,30.5,20.63489914,54.76190186,163.0,5373.206543,8.829999924,2.395209789,652.5999756,647.0999756,649.8499756
175,70482,Weed Union Elementary,Siskiyou,,470,28.27000046,31.33049965,89.69960022,48.0,6485.166016,11.17599964,5.957447052,655.0999756,645.7999878,650.4499817000001
176,63032,South Bay Union Elementary,Humboldt,KK-06,575,35.09999847,26.43479919,59.13040161,59.0,5504.025391,14.22799969,,654.5999756,646.5,650.5499878
177,61655,Brentwood Union Elementary,Contra Costa,KK-08,3519,175.3000031,5.54129982,29.78120041,789.0,5105.734375,15.02700043,15.45893669,655.4000244,645.7999878,650.6000061
178,72405,Summerville Elementary,Tuolumne,KK-08,474,26.34000015,21.9958992,54.9897995,61.0,5634.730957,10.52099991,none,653.5999756,647.7000122,650.6499939
179,66860,Ophir Elementary,Placer,KK-08,223,11.5,1.754400015,17.54389954,60.0,4980.294434,18.62599945,none,651.7999878,650.0,650.8999939
180,70821,Montgomery Elementary,Sonoma,KK-08,92,5.599999905,13.54170036,none,22.0,6113.859863,22.52899933,none,656.0999756,645.7000122,650.8999939
181,70912,Santa Rosa Elementary,Sonoma,KK-06,4971,297.1400146,14.70940018,55.10079956,500.0,5850.0,18.29838943,31.82458305,653.2999878,649.0,651.1499939
182,71266,Salida Union Elementary,Stanislaus,KK-08,2617,107.1949997,8.368200302,32.36970139,226.0,4547.944824,11.88574982,12.80091667,651.7000122,650.7000122,651.2000122
183,70128,Shasta Union Elementary,Shasta,KK-08,242,13.25,28.0991993,51.6529007,32.0,5011.840332,9.925999641,none,654.4000244,648.2999878,651.3500061
184,62802,Fortuna Union Elementary,Humboldt,KK-08,780,41.15000153,16.5394001,50.76340103,75.0,5261.370605,14.19699955,3.846153975,662.0,640.7999878,651.3999939
185,72090,Rockford Elementary,Tulare,KK-08,324,15.39999962,13.0031004,58.20429993,50.0,4276.115234,9.630000114,2.469135761,647.0,655.9000244,651.4500122
186,62638,Plaza Elementary,Glenn,KK-08,140,6.75,7.85710001,45.71429825,25.0,4566.27002,10.63899994,10.71428585,654.2000122,649.4000244,651.8000182999999
187,70813,Monte Rio Union Elementary,Sonoma,KK-08,181,10.0,25.4144001,66.85079956,26.0,6049.495117,14.47500038,none,651.9000244,651.7999878,651.8500061
188,64105,Janesville Union Elementary,Lassen,KK-08,516,26.0,9.259300232,24.81480026,65.0,4974.28125,13.46700001,1.937984467,656.2999878,647.5,651.8999939
189,63172,Magnolia Union Elementary,Imperial,KK-08,108,5.0,3.669699907,32.11009979,25.0,4432.478027,9.664999962,4.629629612,648.2000122,655.7999878,652.0
190,64188,Shaffer Union Elementary,Lassen,KK-08,419,18.67000008,13.95349979,50.0,58.0,4924.619141,12.70800018,5.250596523,656.4000244,647.7999878,652.1000061
191,66506,Fullerton Elementary,Orange,KK-08,12567,546.0499878,7.623099804,40.3995018,1099.0,4603.659668,17.82299995,27.54038239,651.5999756,652.5999756,652.0999756
192,70649,Cinnabar Elementary,Sonoma,KK-06,287,16.17000008,3.793100119,31.03450012,65.0,5973.925293,17.15600014,14.98257828,655.0999756,649.5,652.2999878
193,69278,Santa Barbara Elementary,Santa Barbara,KK-08,6201,339.1000061,7.179599762,47.70249939,634.0,5215.943848,19.58963585,47.87937546,650.9000244,653.7000122,652.3000182999999
194,63016,Rohnerville Elementary,Humboldt,KK-08,577,29.95000076,,46.05039978,134.0,4882.236816,14.19699955,none,657.2000122,647.5,652.3500061
195,71431,Pleasant Grove Joint Union Elementary,Sutter,KK-08,170,7.5,10.58819962,32.35290146,41.0,4145.835938,11.9119997,1.764706016,660.2999878,644.5,652.3999939
196,73700,Mountain Union Elementary,Shasta,KK-08,164,8.5,33.53659821,65.85369873,36.0,7542.038086,13.38599968,none,655.2000122,649.5999756,652.3999939
197,63784,South Fork Union Elementary,Kern,KK-08,382,22.0,29.23830032,59.21379852,75.0,5247.018066,11.5539999,none,653.0999756,651.9000244,652.5
198,68155,Jamul-Dulzura Union Elementary,San Diego,KK-08,1221,61.59999847,4.34070015,25.3071003,250.0,5169.814941,19.02599907,7.289107323,656.7999878,648.9000244,652.8500061
199,69765,Live Oak Elementary,Santa Cruz,KK-08,2214,108.3499985,12.8725996,36.44990158,213.0,5951.005859,16.40699959,17.02800369,656.0999756,650.0999756,653.0999756
200,67116,Menifee Union Elementary,Riverside,KK-08,4523,215.0,5.751900196,29.19869995,409.0,4746.572266,14.05799961,10.43555164,653.7000122,653.0999756,653.3999939
201,63552,Lakeside Union Elementary,Kern,KK-08,793,39.79999924,4.413599968,30.76919937,49.0,4944.092285,19.06800079,2.269861221,652.4000244,654.5999756,653.5
202,69724,Whisman Elementary,Santa Clara,KK-08,1678,88.26999664,5.482699871,38.20019913,254.0,6306.487305,20.77000046,28.24791336,655.5999756,651.5,653.5499878
203,63180,McCabe Union Elementary,Imperial,KK-08,536,22.5,5.597000122,28.17160034,35.0,4260.306641,10.26399994,8.768656731,653.4000244,653.7000122,653.5500182999999
204,68551,Lammersville Elementary,San Joaquin,KK-08,307,15.85000038,5.537499905,28.66449928,36.0,4718.163086,14.57800007,7.491856575,654.0999756,653.2999878,653.6999817000001
205,71563,Lassen View Union Elementary,Tehama,KK-08,347,17.5,18.44379997,53.60229874,56.0,4751.299805,10.20199966,9.798271179,655.5,652.0999756,653.7999878
206,62927,Loleta Union Elementary,Humboldt,KK-08,168,11.01000023,29.16670036,63.69049835,30.0,5653.453613,12.50199986,12.5,655.9000244,651.7999878,653.8500061
207,70045,Junction Elementary,Shasta,KK-08,532,31.0,10.50660038,29.64349937,81.0,5920.253418,13.90600014,none,656.5999756,651.2999878,653.9499817000001
208,64931,Rosemead Elementary,Los Angeles,KK-08,3272,150.0,24.02199936,76.77259827,374.0,4825.59082,9.986000061,31.20415497,651.4000244,656.7999878,654.1000061
209,66332,Grass Valley Elementary,Nevada,KK-08,2045,107.2099991,12.12709999,40.92910004,268.0,5532.582031,13.71199989,1.369193196,657.7999878,650.5999756,654.1999817000001
210,71829,Buena Vista Elementary,Tulare,KK-08,156,6.050000191,10.42940044,47.85279846,7.0,3926.06958,10.09799957,9.615385056,659.7999878,648.5999756,654.1999817000001
211,63545,Kernville Union Elementary,Kern,KK-08,1129,61.99000168,34.1894989,62.26750183,164.0,5805.636719,11.29100037,none,655.0999756,653.5,654.2999878
212,67348,Galt Joint Union Elementary,Sacramento,KK-08,3669,201.9700012,11.35890007,41.05459976,500.0,4899.239746,13.22500038,24.25728989,652.7000122,656.5,654.6000061
213,67553,Southside Elementary,San Benito,KK-08,157,9.25,1.898699999,10.12660027,19.0,4884.862305,13.63000011,9.554140091,654.2000122,655.5,654.8500061
214,68189,Lakeside Union Elementary,San Diego,KK-08,4928,229.1999969,8.541999817,25.88850021,618.0,5139.9375,14.62300014,5.92532444,653.5,656.2000122,654.8500061
215,71423,Nuestro Elementary,Sutter,KK-08,103,5.0,5.825200081,23.3010006,13.0,5249.364746,8.776000023,0.970873773,662.2000122,647.5999756,654.8999939
216,61994,Alvina Elementary,Fresno,KK-08,175,10.30000019,14.85709953,70.28569794,17.0,5399.070313,10.3380003,18.2857132,650.0,660.0999756,655.0499878
217,61762,Oakley Union Elementary,Contra Costa,KK-08,4153,199.8600006,7.526899815,23.4409008,241.0,4965.290039,16.32299995,4.984348774,657.4000244,652.7000122,655.0500182999999
218,70268,Etna Union Elementary,Siskiyou,KK-06,280,18.04999924,8.695699692,56.52170181,67.0,6210.323242,10.65633297,4.285714626,660.4000244,649.7000122,655.0500182999999
219,68544,Jefferson Elementary,San Joaquin,KK-08,865,43.5,3.084199905,12.57409954,96.0,4797.503418,14.57800007,3.352601051,660.7999878,649.5999756,655.1999817000001
220,69377,Berryessa Union Elementary,Santa Clara,KK-08,8735,408.2000122,7.496600151,21.34339905,1120.0,5397.161621,18.63059998,32.70749664,655.4000244,655.2000122,655.3000182999999
221,63958,Kit Carson Union Elementary,Kings,KK-08,412,20.10000038,8.73789978,60.92229843,,5078.5,11.11600018,9.46601963,653.0,657.7000122,655.3500061
222,71290,Sylvan Union Elementary,Stanislaus,KK-08,6373,329.1199951,12.67850018,36.88999939,624.0,4733.746582,14.59766674,6.260787487,657.5999756,653.0999756,655.3499756
223,68635,Oak View Union Elementary,San Joaquin,KK-08,332,18.79999924,9.036100388,34.03609848,73.0,4963.060059,15.49300003,13.25301266,653.2000122,657.5999756,655.3999939
224,66787,Auburn Union Elementary,Placer,KK-08,2903,138.1199951,,34.44710159,192.0,5431.177246,16.27199936,3.169135332,662.0,649.0999756,655.5499878
225,67504,North County Joint Union Elementary,San Benito,KK-08,565,29.64999962,6.725699902,36.6371994,60.0,5382.088867,13.63000011,16.9911499,651.5999756,659.7999878,655.6999817000001
226,61945,Pioneer Union Elementary,El Dorado,KK-08,586,26.0,7.508500099,37.88399887,78.0,5724.441895,12.39400005,0.853242338,662.0,649.5999756,655.7999878
227,67645,Central Elementary,San Bernardino,KK-08,5068,240.1000061,7.063899994,34.2344017,626.0,4843.427246,15.33100033,6.649565697,655.9000244,655.7999878,655.8500061
228,70094,Pacheco Union Elementary,Shasta,KK-08,859,42.84000015,16.4144001,40.1629982,118.0,5730.349121,12.66600037,0.116414435,654.0999756,658.7000122,656.3999939
229,66316,Chicago Park Elementary,Nevada,KK-08,145,10.21000004,8.275899887,20.0,20.0,5635.786133,13.71199989,none,657.7999878,655.2000122,656.5
230,68874,Brisbane Elementary,San Mateo,KK-08,649,35.125,3.852099895,,155.0,5671.657227,17.78033447,6.933744431,658.7000122,654.4000244,656.5500182999999
231,63883,Central Union Elementary,Kings,KK-08,1789,96.0,2.962500095,56.00889969,435.0,7070.633301,10.55666733,9.558412552,655.4000244,657.9000244,656.6500244
232,70011,Happy Valley Union Elementary,Shasta,KK-08,775,37.0,24.90320015,61.41939926,50.0,5097.343262,10.52299976,0.90322578,661.5,651.9000244,656.7000122
233,61572,Mark Twain Union Elementary,Calaveras,KK-08,777,36.84999847,12.98869991,39.84870148,148.0,5482.677246,13.24300003,1.158301115,663.4000244,650.2000122,656.8000182999999
234,65458,San Rafael City Elementary,Marin,KK-08,3518,188.1999969,9.770799637,49.42689896,419.0,5642.832031,22.47299957,40.10801697,656.7000122,656.9000244,656.8000182999999
235,67991,Cajon Valley Union Elementary,San Diego,KK-08,19294,924.5700073,18.93190002,50.97079849,2401.0,5280.023438,15.68465424,16.66321182,657.5999756,656.4000244,657.0
236,69393,Campbell Union Elementary,Santa Clara,KK-08,7661,386.4200134,7.805799961,32.13679886,1158.0,5433.339844,23.48374939,21.95535851,657.2999878,656.7000122,657.0
237,71365,Browns Elementary,Sutter,KK-08,158,8.0,6.329100132,25.31649971,34.0,4529.283691,11.64900017,8.860759735,661.0,653.2999878,657.1499939
238,66324,Clear Creek Elementary,Nevada,KK-08,117,6.0,8.403400421,36.1344986,42.0,6039.98584,16.3560009,0.854700923,664.9000244,649.9000244,657.4000244
239,63057,Trinidad Union Elementary,Humboldt,KK-08,160,8.699999809,16.09199905,36.78160095,37.0,6168.229492,14.07400036,none,672.7999878,642.2000122,657.5
240,70722,Guerneville Elementary,Sonoma,KK-08,511,27.20000076,27.48539925,51.85189819,30.0,5774.970215,13.43700027,3.913894176,664.2000122,650.9000244,657.5500182999999
241,69013,San Bruno Park Elementary,San Mateo,KK-08,2770,140.1100006,3.610100031,25.55960083,296.0,4806.761719,18.33799934,,659.7000122,655.5999756,657.6499939
242,71472,Antelope Elementary,Tehama,KK-08,551,28.5,15.2343998,51.5625,46.0,4840.936035,11.42599964,3.992740393,660.2000122,655.2999878,657.75
243,66472,Centralia Elementary,Orange,KK-06,5205,242.5,8.318900108,37.29109955,474.0,4954.466309,15.74991703,22.93948174,655.0999756,660.5,657.7999878
244,67702,Etiwanda Elementary,San Bernardino,KK-08,6437,278.8399963,2.516700029,17.1508007,622.0,4023.531738,15.77900028,2.485630035,658.5,657.2999878,657.8999939
245,65169,Wiseburn Elementary,Los Angeles,KK-08,1712,81.27999878,5.373799801,32.65190125,122.0,,14.06200027,9.871495247,657.0,659.0,658.0
246,63024,Scotia Union Elementary,Humboldt,KK-08,370,19.79999924,6.504099846,36.31439972,56.0,4385.229492,12.17399979,0.540540576,664.0,652.7000122,658.3500061
247,67785,Mountain View Elementary,San Bernardino,KK-08,3182,153.1999969,3.530499935,26.94330025,328.0,4777.512695,12.89999962,8.95663166,654.7000122,662.5,658.6000061
248,68791,Pleasant Valley Joint Union Elementary,San Luis Obispo,KK-06,139,7.199999809,0.719399989,29.49640083,32.0,4862.790527,10.97099972,,661.2999878,656.2999878,658.7999878
249,69625,Oak Grove Elementary,Santa Clara,KK-08,11855,588.8400269,9.015800476,32.76549911,1507.0,5486.029785,17.43519974,20.72543144,654.9000244,663.2000122,659.0500182999999
250,61960,Pollock Pines Elementary,El Dorado,KK-08,1068,51.66999817,12.82769966,36.79779816,129.0,5486.382324,14.76000023,0.187265918,662.0999756,656.2000122,659.1499939
251,64345,Castaic Union Elementary,Los Angeles,KK-08,2295,103.0,4.039500237,31.3708992,224.0,4631.243652,14.60299969,13.98692894,658.2999878,660.4000244,659.3500061
252,63255,Bishop Union Elementary,Inyo,KK-08,1510,73.30000305,10.25979996,37.10860062,141.0,5189.62793,13.52233315,8.741721153,662.7999878,656.0,659.3999939
253,69138,Buellton Union Elementary,Santa Barbara,KK-08,579,27.79999924,1.5,31.5,60.0,4600.606445,16.66900063,20.03454208,660.0,658.7999878,659.3999939
254,75135,Chawanakee Jt. Elementary,Madera,KK-08,1012,52.63999939,10.4847002,33.63010025,140.0,6735.775391,13.52225018,1.383399248,660.7999878,658.7999878,659.7999878
255,70508,Yreka Union Elementary,Siskiyou,KK-08,1212,68.65000153,18.29719925,47.12469864,107.0,5475.172852,12.51799965,2.062706232,660.4000244,659.4000244,659.9000244
256,70599,Alexander Valley Union Elementary,Sonoma,KK-06,119,7.0,4.0,33.59999847,23.0,5990.794434,18.32600021,28.57143021,661.7000122,658.4000244,660.0500182999999
257,66415,Twin Ridges Elementary,Nevada,KK-08,590,35.76250076,7.796599865,30.6779995,78.0,7203.246582,11.4659996,0.169491529,673.0999756,647.0999756,660.0999756
258,72173,Sundale Union Elementary,Tulare,KK-08,546,27.60000038,13.91940022,54.76190186,60.0,4777.769043,10.09799957,13.73626423,659.7999878,660.5999756,660.1999817000001
259,72207,Three Rivers Union Elementary,Tulare,KK-08,248,11.11999989,7.46269989,21.26869965,51.0,4302.834961,15.36499977,none,667.7999878,652.7999878,660.2999878
260,72348,Columbia Union Elementary,Tuolumne,KK-08,461,26.0,14.4708004,48.81209946,150.0,5630.194824,10.3113327,0.21691975,666.9000244,654.5999756,660.75
261,65102,Westside Union Elementary,Los Angeles,KK-08,6312,308.6799927,9.837900162,22.69300079,496.0,4708.625,16.98662567,3.121039391,662.0999756,659.7999878,660.9499817000001
262,65649,Ballico-Cressey Elementary,Merced,KK-08,285,13.98999977,7.241399765,66.20690155,62.0,5629.961426,9.612000465,47.36842346,661.0999756,661.5999756,661.3499756
263,68973,Millbrae Elementary,San Mateo,KK-08,2325,115.3000031,2.881700039,15.6559,302.0,4890.986816,21.11050034,22.70967865,662.0,660.9000244,661.4500122
264,69435,Evergreen Elementary,Santa Clara,KK-08,11885,549.8400269,10.19769955,30.44169998,1790.0,4929.393066,16.47331238,29.12074089,659.0999756,664.0999756,661.5999756
265,70730,Harmony Union Elementary,Sonoma,KK-08,564,27.43000031,6.89659977,21.37929916,46.0,4905.221191,18.36899948,4.43262434,672.4000244,650.7999878,661.6000061
266,63362,Panama Buena Vista Union Elementary,Kern,KK-08,12380,620.3800049,12.29520035,31.01889992,1671.0,5156.856934,16.65411186,4.814216614,660.0999756,663.5999756,661.8499756
267,68932,Laguna Salada Union Elementary,San Mateo,KK-08,3772,178.0599976,3.371999979,18.38780022,529.0,4941.787598,18.54422188,5.249204636,665.4000244,658.2999878,661.8500061
268,72371,Sonora Elementary,Tuolumne,KK-08,895,47.58000183,17.55319977,42.44680023,70.0,5408.781738,14.18000031,,662.7000122,661.0,661.8500061
269,66910,Roseville City Elementary,Placer,KK-08,5714,277.6700134,10.53429985,30.06909943,489.0,4981.387695,18.02955437,8.66293335,664.2999878,659.5,661.8999939
270,71084,Gratton Elementary,Stanislaus,KK-08,105,5.730000019,none,none,16.0,4877.086426,13.58600044,10.47619057,662.5,661.2999878,661.8999939
271,64196,Susanville Elementary,Lassen,KK-08,1449,76.98999786,16.5279007,42.60089874,125.0,5111.739258,12.64000034,1.242236018,660.4000244,663.5,661.9500122
272,69872,Bella Vista Elementary,Shasta,KK-08,510,24.5,20.39220047,45.88240051,95.0,5201.515625,11.10299969,none,663.0999756,661.7000122,662.3999939
273,71852,Columbine Elementary,Tulare,KK-08,160,8.0,11.25,56.875,39.0,4138.305664,7.5,9.375,651.4000244,673.4000244,662.4000244
274,64626,Hughes-Elizabeth Lakes Union Elementary,Los Angeles,KK-08,433,22.0,9.336099625,25.10370064,50.0,5743.597168,15.50599957,1.385681391,665.4000244,659.5,662.4500122
275,69591,,Santa Clara,KK-08,3186,164.3099976,5.45389986,44.39070129,411.0,5702.705078,22.84140015,35.34212112,663.5,661.5,662.5
276,65045,Sulphur Springs Union Elementary,Los Angeles,KK-06,5010,239.3999939,5.298900127,27.35449982,576.0,4802.152832,19.82312584,9.64071846,661.7000122,663.4000244,662.5500182999999
277,70680,Forestville Union Elementary,Sonoma,KK-08,717,35.95000076,8.888899803,24.72220039,100.0,5442.143066,16.34700012,2.231520176,669.4000244,655.7000122,662.5500182999999
278,63750,Rosedale Union Elementary,Kern,KK-08,3548,170.6499939,3.25999999,14.8508997,335.0,4522.375488,16.29299927,0.36640361,658.2999878,667.0,662.6499939
279,69948,Columbia Elementary,Shasta,KK-08,868,45.20000076,16.58989906,29.83869934,78.0,4965.808105,13.24800014,0.57603687,662.4000244,663.0,662.7000122
280,66795,Colfax Elementary,Placer,KK-08,507,26.64999962,13.20390034,37.08739853,60.0,5358.326172,14.01000023,none,667.0999756,658.4000244,662.75
281,70425,Mt. Shasta Union Elementary,Siskiyou,KK-08,822,46.65000153,8.073800087,25.60549927,105.0,5784.625,14.16300011,0.851581514,668.2999878,657.5,662.8999939
282,70870,Piner-Olivet Union Elementary,Sonoma,KK-06,1792,88.55000305,3.125,20.92630005,143.0,5072.70459,15.77099991,5.524553776,667.4000244,659.2999878,663.3500061
283,65185,Bass Lake Joint Elementary,Madera,KK-08,1202,62.29999924,12.07689953,35.84619904,190.0,5556.041016,14.48333263,none,664.2999878,662.5999756,663.4499817000001
284,62745,Cutten Elementary,Humboldt,KK-06,515,27.35000038,16.11650085,26.21360016,58.0,5190.310059,14.20899963,none,660.2000122,666.7999878,663.5
285,61952,Placerville Union Elementary,El Dorado,KK-08,1354,66.56999969,12.0383997,36.48450089,263.0,5211.485352,15.16699982,2.437223196,666.4000244,661.2999878,663.8500061
286,71035,Wright Elementary,Sonoma,KK-06,1252,65.11000061,9.451199532,43.21649933,113.0,5284.164063,12.58425045,20.76677322,659.4000244,668.2999878,663.8500061
287,71522,Evergreen Union Elementary,Tehama,KK-08,823,46.0,13.85179996,55.28549957,127.0,5331.920898,10.55099964,2.187120438,657.7000122,670.0999756,663.8999939
288,70847,,Sonoma,,2231,114.3000031,2.916100025,13.36919975,258.0,5599.60791,16.95599937,13.62617588,666.2000122,661.7999878,664.0
289,71019,Wilmar Union Elementary,Sonoma,KK-06,271,14.19999981,4.467400074,25.42959976,81.0,4881.899414,17.70899963,13.28413296,668.7000122,659.2999878,664.0
290,66761,Ackerman Elementary,Placer,KK-08,309,15.5,4.207099915,32.68610001,85.0,4700.432129,16.27199936,1.941747546,671.2999878,657.0,664.1499939
291,69815,Santa Cruz City Elementary,Santa Cruz,KK-06,3005,159.2200012,8.619000435,33.81029892,308.0,5650.0,17.9008007,23.0615654,666.7000122,661.5999756,664.1499939
292,62679,Arcata Elementary,Humboldt,KK-08,966,47.95999908,20.95809937,47.30540085,114.0,5318.240723,11.83399963,0.621118009,674.0,654.5999756,664.2999878
293,67595,Alta Loma Elementary,San Bernardino,KK-08,7710,327.2999878,4.472199917,15.92990017,814.0,4709.054199,18.6201992,3.255512238,663.4000244,665.4000244,664.4000244
294,66837,Foresthill Union Elementary,Placer,KK-08,762,35.5,10.8107996,30.37319946,54.0,,12.43099976,none,663.0999756,665.7999878,664.4499817000001
295,61929,Mother Lode Union Elementary,El Dorado,KK-08,1708,89.0,8.489500046,29.03980064,206.0,5133.009766,15.16699982,2.224824429,665.5,663.9000244,664.7000122
296,66613,Ocean View Elementary,Orange,KK-08,9850,489.2999878,3.335000038,30.64369965,1113.0,5081.455566,20.87574959,18.55837631,663.7000122,665.7999878,664.75
297,62596,Lake Elementary,Glenn,KK-08,129,5.0,9.302300453,50.38759995,10.0,4016.41626,10.63899994,6.201550484,667.5999756,662.2999878,664.9499817000001
298,69039,San Mateo-Foster City Elementary,San Mateo,KK-08,10619,565.5100098,2.538399935,28.37660027,1150.0,5374.050293,25.02961922,18.45748138,665.9000244,664.0,664.9500122
299,69195,Goleta Union Elementary,Santa Barbara,KK-06,4521,236.5800018,3.705199957,31.08279991,494.0,5427.548828,16.75780106,32.07255173,666.7999878,663.4000244,665.1000061
300,67736,Helendale Elementary,San Bernardino,KK-08,580,29.44000053,11.89659977,30.17239952,114.0,5179.644531,15.29699993,3.965517044,656.2000122,674.2000122,665.2000122
301,70854,Petaluma City Elementary,Sonoma,KK-06,2569,138.0,5.486400127,24.74710083,326.0,5400.0,17.3694458,15.33670712,669.7999878,660.9000244,665.3500061
302,69690,Sunnyvale Elementary,Santa Clara,KK-08,6022,286.7999878,6.394999981,36.0007019,756.0,5726.146484,22.09600067,27.66522789,663.9000244,667.4000244,665.6500244
303,69179,College Elementary,Santa Barbara,KK-08,670,33.5,0.416099995,13.8696003,47.0,5003.870117,22.84199905,12.53731441,670.2999878,661.5,665.8999939
304,68197,La Mesa-Spring Valley,San Diego,KK-08,14708,700.9400024,13.53009987,45.72340012,1962.0,4969.51123,18.31987572,12.68017483,664.5,667.4000244,665.9500122
305,66530,Huntington Beach City Elementary,Orange,KK-08,6601,305.0,1.196799994,15.08860016,706.0,4747.295898,25.03000069,6.908044338,668.0,664.0,666.0
306,69336,Solvang Elementary,Santa Barbara,KK-08,675,33.70000076,,31.8519001,87.0,4543.305176,21.95700073,14.96296215,668.7000122,663.4000244,666.0500182999999
307,69849,Soquel Elementary,Santa Cruz,KK-08,2458,124.0699997,6.018700123,24.60350037,193.0,5229.591309,18.79683304,11.26932526,666.9000244,665.2999878,666.1000061
308,62554,Capay Joint Union Elementary,Glenn,KK-08,144,8.0,4.166699886,44.44440079,14.0,4507.353027,10.63899994,9.722222328,671.9000244,660.4000244,666.1500244
309,70714,Gravenstein Union Elementary,Sonoma,KK-08,573,29.60000038,6.993000031,15.20979977,48.0,5302.62793,17.50799942,3.315881252,671.0,661.2999878,666.1499939
310,66381,Pleasant Valley Elementary,Nevada,KK-08,721,35.72999954,1.849400043,18.49410057,82.0,5545.610352,18.59300041,0.693481266,668.7999878,664.0999756,666.4499817000001
311,63990,Pioneer Union Elementary,Kings,KK-08,992,46.97000122,3.729799986,22.88310051,160.0,4615.908691,11.11600018,5.141129017,671.2000122,661.9000244,666.5500182999999
312,68361,Santee Elementary,San Diego,KK-08,8432,360.5,6.392300129,22.98390007,none,5397.689453,14.09766674,4.969165325,663.7000122,669.5,666.6000061
313,64113,Johnstonville Elementary,Lassen,KK-08,244,11.0,15.57380009,40.16389847,15.0,5118.373047,12.64000034,6.967213154,672.0999756,661.2000122,666.6499939
314,72553,Pleasant Valley Elementary,Ventura,KK-08,7116,356.8200073,2.598999977,13.27620029,785.0,5008.070801,20.93642807,7.99606514,667.5,665.7999878,666.6499939
315,72355,Curtis Creek Elementary,Tuolumne,KK-08,830,46.65999985,10.41189957,32.6086998,95.0,4906.030273,14.18000031,0.481927723,662.0999756,671.2999878,666.6999817000001
316,70300,Fort Jones Union Elementary,Siskiyou,KK-06,160,10.88000011,13.37580013,53.50320053,38.0,6870.346191,11.82600021,2.5,666.9000244,666.7999878,666.8500061
317,70805,Mark West Union Elementary,Sonoma,KK-06,1588,83.40000153,6.798500061,20.58099937,220.0,5301.716309,18.67099953,3.841310024,671.2999878,662.4000244,666.8500061
318,67967,Alpine Union Elementary,San Diego,KK-08,2272,108.75,4.049300194,16.06509972,307.0,5182.365723,17.33200073,1.32042253,667.7000122,666.5999756,667.1499939
319,70938,Sebastopol Union Elementary,Sonoma,KK-08,1425,71.83000183,5.092599869,19.8302002,65.0,4999.46875,17.50799942,4.91228056,669.7999878,664.5999756,667.1999817000001
320,62828,Freshwater Elementary,Humboldt,KK-06,245,12.55000019,8.979599953,13.06120014,30.0,6732.066406,15.57199955,none,672.2000122,662.7000122,667.4500122
321,63693,Norris Elementary,Kern,KK-08,1349,65.21250153,2.001499891,8.673100471,259.0,4612.989746,15.56725025,0.222386956,667.0,667.9000244,667.4500122
322,72132,Springville Union Elementary,Tulare,KK-08,400,22.0,13.80090046,29.86429977,65.0,5478.845703,15.75199986,none,669.2000122,666.0,667.6000061
323,69575,Moreland Elementary,Santa Clara,KK-08,4632,245.1799927,7.037000179,23.6420002,637.0,5666.713867,20.46999931,17.85405922,669.4000244,666.5999756,668.0
324,63610,Maple Elementary,Kern,KK-08,224,9.0,5.35710001,35.26789856,15.0,4742.51416,9.708999634,4.464285851,660.5,675.7000122,668.1000061
325,63941,Kings River-Hardwick Union Elementary,Kings,KK-08,576,31.0,3.993099928,28.125,92.0,4907.392578,11.11600018,9.548611641,665.7999878,671.0,668.3999939
326,68163,Julian Union Elementary,San Diego,KK-08,451,25.0,8.647500038,11.7517004,75.0,5700.402344,16.32099915,3.991130829,672.7000122,664.5,668.6000061
327,68007,Cardiff Elementary,San Diego,KK-06,900,50.75,2.101799965,24.3362999,145.0,5191.834473,21.96699905,20.66666603,668.7999878,668.5,668.6499939
328,72108,Saucelito Elementary,Tulare,KK-08,118,5.5,8.333299637,51.66669846,10.0,4451.256836,8.934000015,7.627118587,668.5,669.0999756,668.7999878
329,67975,Bonsall Union Elementary,San Diego,KK-08,1457,73.12999725,5.982299805,42.9640007,none,5627.527832,19.99699974,27.45367241,666.2000122,671.5999756,668.8999939
